amount_per_partner,amounts_per_partner,computation_time,contributivity_method,contributivity_score,contributivity_scores,contributivity_std,contributivity_stds,dataset_name,epoch_count,federated_test_score,is_early_stopping,partner_id,partners_count,samples_split_option,scenario_name,test_data_samples_count,single_partner_test_mode,train_data_samples_count,random_state,scenario_id
0.3,"[0.4, 0.3, 0.3]",31.0,Independant scores raw,0.9812999963760376,[0.98079997 0.97869998 0.9813    ],0.0,[0. 0. 0.],MNIST,40.0,0.8489000201225281,1.0,2.0,3.0,Random,"Random 3 [0.4, 0.3, 0.3]",10000.0,global,48000.0,7,0
0.4,"[0.4, 0.3, 0.3]",31.0,Independant scores additive,0.28311744653308674,[0.28311745 0.28252353 0.28325905],0.0,[0. 0. 0.],MNIST,40.0,0.8489000201225281,1.0,0.0,3.0,Random,"Random 3 [0.4, 0.3, 0.3]",10000.0,global,48000.0,7,0
0.3,"[0.4, 0.3, 0.3]",31.0,Independant scores additive,0.2825235263191545,[0.28311745 0.28252353 0.28325905],0.0,[0. 0. 0.],MNIST,40.0,0.8489000201225281,1.0,1.0,3.0,Random,"Random 3 [0.4, 0.3, 0.3]",10000.0,global,48000.0,7,0
0.3,"[0.4, 0.3, 0.3]",31.0,Independant scores additive,0.28325904727028656,[0.28311745 0.28252353 0.28325905],0.0,[0. 0. 0.],MNIST,40.0,0.8489000201225281,1.0,2.0,3.0,Random,"Random 3 [0.4, 0.3, 0.3]",10000.0,global,48000.0,7,0
0.9,"[0.9, 0.05, 0.05]",400.0,Shapley values,0.43073334296544397,[0.43073334 0.27418332 0.27348333],0.0,[0. 0. 0.],MNIST,40.0,0.8277000188827515,1.0,0.0,3.0,Random,"Random 3 [0.9, 0.05, 0.05]",10000.0,global,48000.0,7,1
0.05,"[0.9, 0.05, 0.05]",400.0,Shapley values,0.274183322985967,[0.43073334 0.27418332 0.27348333],0.0,[0. 0. 0.],MNIST,40.0,0.8277000188827515,1.0,1.0,3.0,Random,"Random 3 [0.9, 0.05, 0.05]",10000.0,global,48000.0,7,1
0.05,"[0.9, 0.05, 0.05]",400.0,Shapley values,0.2734833260377248,[0.43073334 0.27418332 0.27348333],0.0,[0. 0. 0.],MNIST,40.0,0.8277000188827515,1.0,2.0,3.0,Random,"Random 3 [0.9, 0.05, 0.05]",10000.0,global,48000.0,7,1
0.9,"[0.9, 0.05, 0.05]",30.0,Independant scores raw,0.9857000112533569,[0.98570001 0.94190001 0.9368    ],0.0,[0. 0. 0.],MNIST,40.0,0.8277000188827515,1.0,0.0,3.0,Random,"Random 3 [0.9, 0.05, 0.05]",10000.0,global,48000.0,7,1
0.05,"[0.9, 0.05, 0.05]",30.0,Independant scores raw,0.9419000148773193,[0.98570001 0.94190001 0.9368    ],0.0,[0. 0. 0.],MNIST,40.0,0.8277000188827515,1.0,1.0,3.0,Random,"Random 3 [0.9, 0.05, 0.05]",10000.0,global,48000.0,7,1
0.05,"[0.9, 0.05, 0.05]",30.0,Independant scores raw,0.9368000030517578,[0.98570001 0.94190001 0.9368    ],0.0,[0. 0. 0.],MNIST,40.0,0.8277000188827515,1.0,2.0,3.0,Random,"Random 3 [0.9, 0.05, 0.05]",10000.0,global,48000.0,7,1
0.9,"[0.9, 0.05, 0.05]",30.0,Independant scores additive,0.2844895308351141,[0.28448953 0.27229784 0.27091265],0.0,[0. 0. 0.],MNIST,40.0,0.8277000188827515,1.0,0.0,3.0,Random,"Random 3 [0.9, 0.05, 0.05]",10000.0,global,48000.0,7,1
0.05,"[0.9, 0.05, 0.05]",30.0,Independant scores additive,0.272297837500819,[0.28448953 0.27229784 0.27091265],0.0,[0. 0. 0.],MNIST,40.0,0.8277000188827515,1.0,1.0,3.0,Random,"Random 3 [0.9, 0.05, 0.05]",10000.0,global,48000.0,7,1
0.05,"[0.9, 0.05, 0.05]",30.0,Independant scores additive,0.27091265054681835,[0.28448953 0.27229784 0.27091265],0.0,[0. 0. 0.],MNIST,40.0,0.8277000188827515,1.0,2.0,3.0,Random,"Random 3 [0.9, 0.05, 0.05]",10000.0,global,48000.0,7,1
0.9,"[0.9, 0.1]",121.0,Shapley values,0.5072999894618988,[0.50729999 0.47749999],0.0,[0. 0.],MNIST,40.0,0.984000027179718,1.0,0.0,2.0,Random,"Random 2 [0.9, 0.1]",10000.0,global,48000.0,7,2
0.1,"[0.9, 0.1]",121.0,Shapley values,0.47749999165534973,[0.50729999 0.47749999],0.0,[0. 0.],MNIST,40.0,0.984000027179718,1.0,1.0,2.0,Random,"Random 2 [0.9, 0.1]",10000.0,global,48000.0,7,2
0.9,"[0.9, 0.1]",29.0,Independant scores raw,0.9865000247955322,[0.98650002 0.9587    ],0.0,[0. 0.],MNIST,40.0,0.984000027179718,1.0,0.0,2.0,Random,"Random 2 [0.9, 0.1]",10000.0,global,48000.0,7,2
0.1,"[0.9, 0.1]",29.0,Independant scores raw,0.9587000012397766,[0.98650002 0.9587    ],0.0,[0. 0.],MNIST,40.0,0.984000027179718,1.0,1.0,2.0,Random,"Random 2 [0.9, 0.1]",10000.0,global,48000.0,7,2
0.9,"[0.9, 0.1]",29.0,Independant scores additive,0.49883837916486284,[0.49883838 0.48516165],0.0,[0. 0.],MNIST,40.0,0.984000027179718,1.0,0.0,2.0,Random,"Random 2 [0.9, 0.1]",10000.0,global,48000.0,7,2
0.1,"[0.9, 0.1]",29.0,Independant scores additive,0.4851616480148551,[0.49883838 0.48516165],0.0,[0. 0.],MNIST,40.0,0.984000027179718,1.0,1.0,2.0,Random,"Random 2 [0.9, 0.1]",10000.0,global,48000.0,7,2
0.4,"[0.4, 0.3, 0.3]",246.0,Shapley values,0.3075499931971232,[0.30754999 0.2636     0.26354999],0.0,[0. 0. 0.],MNIST,40.0,0.8371999859809875,1.0,0.0,3.0,Random,"Random 3 [0.4, 0.3, 0.3]",10000.0,global,48000.0,8,0
0.3,"[0.4, 0.3, 0.3]",246.0,Shapley values,0.2636000017325083,[0.30754999 0.2636     0.26354999],0.0,[0. 0. 0.],MNIST,40.0,0.8371999859809875,1.0,1.0,3.0,Random,"Random 3 [0.4, 0.3, 0.3]",10000.0,global,48000.0,8,0
0.3,"[0.4, 0.3, 0.3]",246.0,Shapley values,0.26354999343554175,[0.30754999 0.2636     0.26354999],0.0,[0. 0. 0.],MNIST,40.0,0.8371999859809875,1.0,2.0,3.0,Random,"Random 3 [0.4, 0.3, 0.3]",10000.0,global,48000.0,8,0
0.4,"[0.4, 0.3, 0.3]",31.0,Independant scores raw,0.9829000234603882,[0.98290002 0.97829998 0.98079997],0.0,[0. 0. 0.],MNIST,40.0,0.8371999859809875,1.0,0.0,3.0,Random,"Random 3 [0.4, 0.3, 0.3]",10000.0,global,48000.0,8,0
0.3,"[0.4, 0.3, 0.3]",31.0,Independant scores raw,0.9782999753952026,[0.98290002 0.97829998 0.98079997],0.0,[0. 0. 0.],MNIST,40.0,0.8371999859809875,1.0,1.0,3.0,Random,"Random 3 [0.4, 0.3, 0.3]",10000.0,global,48000.0,8,0
0.3,"[0.4, 0.3, 0.3]",31.0,Independant scores raw,0.9807999730110168,[0.98290002 0.97829998 0.98079997],0.0,[0. 0. 0.],MNIST,40.0,0.8371999859809875,1.0,2.0,3.0,Random,"Random 3 [0.4, 0.3, 0.3]",10000.0,global,48000.0,8,0
0.4,"[0.4, 0.3, 0.3]",31.0,Independant scores additive,0.27969012212895733,[0.27969012 0.27840649 0.27910338],0.0,[0. 0. 0.],MNIST,40.0,0.8371999859809875,1.0,0.0,3.0,Random,"Random 3 [0.4, 0.3, 0.3]",10000.0,global,48000.0,8,0
0.3,"[0.4, 0.3, 0.3]",31.0,Independant scores additive,0.2784064887748899,[0.27969012 0.27840649 0.27910338],0.0,[0. 0. 0.],MNIST,40.0,0.8371999859809875,1.0,1.0,3.0,Random,"Random 3 [0.4, 0.3, 0.3]",10000.0,global,48000.0,8,0
0.3,"[0.4, 0.3, 0.3]",31.0,Independant scores additive,0.2791033750771405,[0.27969012 0.27840649 0.27910338],0.0,[0. 0. 0.],MNIST,40.0,0.8371999859809875,1.0,2.0,3.0,Random,"Random 3 [0.4, 0.3, 0.3]",10000.0,global,48000.0,8,0
0.9,"[0.9, 0.05, 0.05]",292.0,Shapley values,0.37728331486384076,[0.37728331 0.22093333 0.22068335],0.0,[0. 0. 0.],MNIST,40.0,0.8162000179290771,1.0,0.0,3.0,Random,"Random 3 [0.9, 0.05, 0.05]",10000.0,global,48000.0,8,1
0.05,"[0.9, 0.05, 0.05]",292.0,Shapley values,0.22093332807223,[0.37728331 0.22093333 0.22068335],0.0,[0. 0. 0.],MNIST,40.0,0.8162000179290771,1.0,1.0,3.0,Random,"Random 3 [0.9, 0.05, 0.05]",10000.0,global,48000.0,8,1
0.05,"[0.9, 0.05, 0.05]",292.0,Shapley values,0.22068334619204202,[0.37728331 0.22093333 0.22068335],0.0,[0. 0. 0.],MNIST,40.0,0.8162000179290771,1.0,2.0,3.0,Random,"Random 3 [0.9, 0.05, 0.05]",10000.0,global,48000.0,8,1
0.9,"[0.9, 0.05, 0.05]",30.0,Independant scores raw,0.9868000149726868,[0.98680001 0.94050002 0.92979997],0.0,[0. 0. 0.],MNIST,40.0,0.8162000179290771,1.0,0.0,3.0,Random,"Random 3 [0.9, 0.05, 0.05]",10000.0,global,48000.0,8,1
0.05,"[0.9, 0.05, 0.05]",30.0,Independant scores raw,0.940500020980835,[0.98680001 0.94050002 0.92979997],0.0,[0. 0. 0.],MNIST,40.0,0.8162000179290771,1.0,1.0,3.0,Random,"Random 3 [0.9, 0.05, 0.05]",10000.0,global,48000.0,8,1
0.05,"[0.9, 0.05, 0.05]",30.0,Independant scores raw,0.9297999739646912,[0.98680001 0.94050002 0.92979997],0.0,[0. 0. 0.],MNIST,40.0,0.8162000179290771,1.0,2.0,3.0,Random,"Random 3 [0.9, 0.05, 0.05]",10000.0,global,48000.0,8,1
0.9,"[0.9, 0.05, 0.05]",30.0,Independant scores additive,0.281511425159917,[0.28151143 0.26877458 0.26591401],0.0,[0. 0. 0.],MNIST,40.0,0.8162000179290771,1.0,0.0,3.0,Random,"Random 3 [0.9, 0.05, 0.05]",10000.0,global,48000.0,8,1
0.05,"[0.9, 0.05, 0.05]",30.0,Independant scores additive,0.2687745810087853,[0.28151143 0.26877458 0.26591401],0.0,[0. 0. 0.],MNIST,40.0,0.8162000179290771,1.0,1.0,3.0,Random,"Random 3 [0.9, 0.05, 0.05]",10000.0,global,48000.0,8,1
0.05,"[0.9, 0.05, 0.05]",30.0,Independant scores additive,0.2659140117603746,[0.28151143 0.26877458 0.26591401],0.0,[0. 0. 0.],MNIST,40.0,0.8162000179290771,1.0,2.0,3.0,Random,"Random 3 [0.9, 0.05, 0.05]",10000.0,global,48000.0,8,1
0.9,"[0.9, 0.1]",93.0,Shapley values,0.5027500092983246,[0.50275001 0.47204998],0.0,[0. 0.],MNIST,40.0,0.9828000068664551,1.0,0.0,2.0,Random,"Random 2 [0.9, 0.1]",10000.0,global,48000.0,8,2
0.1,"[0.9, 0.1]",93.0,Shapley values,0.4720499813556671,[0.50275001 0.47204998],0.0,[0. 0.],MNIST,40.0,0.9828000068664551,1.0,1.0,2.0,Random,"Random 2 [0.9, 0.1]",10000.0,global,48000.0,8,2
0.9,"[0.9, 0.1]",29.0,Independant scores raw,0.9864000082015991,[0.98640001 0.9562    ],0.0,[0. 0.],MNIST,40.0,0.9828000068664551,1.0,0.0,2.0,Random,"Random 2 [0.9, 0.1]",10000.0,global,48000.0,8,2
0.1,"[0.9, 0.1]",29.0,Independant scores raw,0.9562000036239624,[0.98640001 0.9562    ],0.0,[0. 0.],MNIST,40.0,0.9828000068664551,1.0,1.0,2.0,Random,"Random 2 [0.9, 0.1]",10000.0,global,48000.0,8,2
0.9,"[0.9, 0.1]",29.0,Independant scores additive,0.4988195807055907,[0.49881958 0.48398043],0.0,[0. 0.],MNIST,40.0,0.9828000068664551,1.0,0.0,2.0,Random,"Random 2 [0.9, 0.1]",10000.0,global,48000.0,8,2
0.1,"[0.9, 0.1]",29.0,Independant scores additive,0.4839804261608644,[0.49881958 0.48398043],0.0,[0. 0.],MNIST,40.0,0.9828000068664551,1.0,1.0,2.0,Random,"Random 2 [0.9, 0.1]",10000.0,global,48000.0,8,2
0.4,"[0.4, 0.3, 0.3]",253.0,Shapley values,0.2933166523774465,[0.29331665 0.27521666 0.27866667],0.0,[0. 0. 0.],MNIST,40.0,0.8001999855041504,1.0,0.0,3.0,Random,"Random 3 [0.4, 0.3, 0.3]",10000.0,global,48000.0,9,0
0.3,"[0.4, 0.3, 0.3]",253.0,Shapley values,0.2752166589101156,[0.29331665 0.27521666 0.27866667],0.0,[0. 0. 0.],MNIST,40.0,0.8001999855041504,1.0,1.0,3.0,Random,"Random 3 [0.4, 0.3, 0.3]",10000.0,global,48000.0,9,0
0.3,"[0.4, 0.3, 0.3]",253.0,Shapley values,0.27866666515668237,[0.29331665 0.27521666 0.27866667],0.0,[0. 0. 0.],MNIST,40.0,0.8001999855041504,1.0,2.0,3.0,Random,"Random 3 [0.4, 0.3, 0.3]",10000.0,global,48000.0,9,0
0.4,"[0.4, 0.3, 0.3]",30.0,Independant scores raw,0.9810000061988831,[0.98100001 0.97939998 0.97920001],0.0,[0. 0. 0.],MNIST,40.0,0.8001999855041504,1.0,0.0,3.0,Random,"Random 3 [0.4, 0.3, 0.3]",10000.0,global,48000.0,9,0
0.3,"[0.4, 0.3, 0.3]",30.0,Independant scores raw,0.9793999791145325,[0.98100001 0.97939998 0.97920001],0.0,[0. 0. 0.],MNIST,40.0,0.8001999855041504,1.0,1.0,3.0,Random,"Random 3 [0.4, 0.3, 0.3]",10000.0,global,48000.0,9,0
0.3,"[0.4, 0.3, 0.3]",30.0,Independant scores raw,0.979200005531311,[0.98100001 0.97939998 0.97920001],0.0,[0. 0. 0.],MNIST,40.0,0.8001999855041504,1.0,2.0,3.0,Random,"Random 3 [0.4, 0.3, 0.3]",10000.0,global,48000.0,9,0
0.4,"[0.4, 0.3, 0.3]",30.0,Independant scores additive,0.2670357134556224,[0.26703571 0.26660879 0.26655548],0.0,[0. 0. 0.],MNIST,40.0,0.8001999855041504,1.0,0.0,3.0,Random,"Random 3 [0.4, 0.3, 0.3]",10000.0,global,48000.0,9,0
0.3,"[0.4, 0.3, 0.3]",30.0,Independant scores additive,0.2666087907166571,[0.26703571 0.26660879 0.26655548],0.0,[0. 0. 0.],MNIST,40.0,0.8001999855041504,1.0,1.0,3.0,Random,"Random 3 [0.4, 0.3, 0.3]",10000.0,global,48000.0,9,0
0.3,"[0.4, 0.3, 0.3]",30.0,Independant scores additive,0.2665554813318711,[0.26703571 0.26660879 0.26655548],0.0,[0. 0. 0.],MNIST,40.0,0.8001999855041504,1.0,2.0,3.0,Random,"Random 3 [0.4, 0.3, 0.3]",10000.0,global,48000.0,9,0
0.9,"[0.9, 0.05, 0.05]",313.0,Shapley values,0.3280166784922282,[0.32801668 0.20731665 0.20636667],0.0,[0. 0. 0.],MNIST,40.0,0.9785000085830688,1.0,0.0,3.0,Random,"Random 3 [0.9, 0.05, 0.05]",10000.0,global,48000.0,9,1
0.05,"[0.9, 0.05, 0.05]",313.0,Shapley values,0.20731664697329205,[0.32801668 0.20731665 0.20636667],0.0,[0. 0. 0.],MNIST,40.0,0.9785000085830688,1.0,1.0,3.0,Random,"Random 3 [0.9, 0.05, 0.05]",10000.0,global,48000.0,9,1
0.05,"[0.9, 0.05, 0.05]",313.0,Shapley values,0.20636666814486188,[0.32801668 0.20731665 0.20636667],0.0,[0. 0. 0.],MNIST,40.0,0.9785000085830688,1.0,2.0,3.0,Random,"Random 3 [0.9, 0.05, 0.05]",10000.0,global,48000.0,9,1
0.9,"[0.9, 0.05, 0.05]",30.0,Independant scores raw,0.9864000082015991,[0.98640001 0.9368     0.93409997],0.0,[0. 0. 0.],MNIST,40.0,0.9785000085830688,1.0,0.0,3.0,Random,"Random 3 [0.9, 0.05, 0.05]",10000.0,global,48000.0,9,1
0.05,"[0.9, 0.05, 0.05]",30.0,Independant scores raw,0.9368000030517578,[0.98640001 0.9368     0.93409997],0.0,[0. 0. 0.],MNIST,40.0,0.9785000085830688,1.0,1.0,3.0,Random,"Random 3 [0.9, 0.05, 0.05]",10000.0,global,48000.0,9,1
0.05,"[0.9, 0.05, 0.05]",30.0,Independant scores raw,0.9340999722480774,[0.98640001 0.9368     0.93409997],0.0,[0. 0. 0.],MNIST,40.0,0.9785000085830688,1.0,2.0,3.0,Random,"Random 3 [0.9, 0.05, 0.05]",10000.0,global,48000.0,9,1
0.9,"[0.9, 0.05, 0.05]",30.0,Independant scores additive,0.3373377131182642,[0.33733771 0.32101394 0.32014836],0.0,[0. 0. 0.],MNIST,40.0,0.9785000085830688,1.0,0.0,3.0,Random,"Random 3 [0.9, 0.05, 0.05]",10000.0,global,48000.0,9,1
0.05,"[0.9, 0.05, 0.05]",30.0,Independant scores additive,0.32101393695645514,[0.33733771 0.32101394 0.32014836],0.0,[0. 0. 0.],MNIST,40.0,0.9785000085830688,1.0,1.0,3.0,Random,"Random 3 [0.9, 0.05, 0.05]",10000.0,global,48000.0,9,1
0.05,"[0.9, 0.05, 0.05]",30.0,Independant scores additive,0.3201483585083493,[0.33733771 0.32101394 0.32014836],0.0,[0. 0. 0.],MNIST,40.0,0.9785000085830688,1.0,2.0,3.0,Random,"Random 3 [0.9, 0.05, 0.05]",10000.0,global,48000.0,9,1
0.9,"[0.9, 0.1]",121.0,Shapley values,0.505950003862381,[0.50595    0.47814998],0.0,[0. 0.],MNIST,40.0,0.9832000136375427,1.0,0.0,2.0,Random,"Random 2 [0.9, 0.1]",10000.0,global,48000.0,9,2
0.1,"[0.9, 0.1]",121.0,Shapley values,0.47814998030662537,[0.50595    0.47814998],0.0,[0. 0.],MNIST,40.0,0.9832000136375427,1.0,1.0,2.0,Random,"Random 2 [0.9, 0.1]",10000.0,global,48000.0,9,2
0.9,"[0.9, 0.1]",30.0,Independant scores raw,0.9858999848365784,[0.98589998 0.95819998],0.0,[0. 0.],MNIST,40.0,0.9832000136375427,1.0,0.0,2.0,Random,"Random 2 [0.9, 0.1]",10000.0,global,48000.0,9,2
0.1,"[0.9, 0.1]",30.0,Independant scores raw,0.9581999778747559,[0.98589998 0.95819998],0.0,[0. 0.],MNIST,40.0,0.9832000136375427,1.0,1.0,2.0,Random,"Random 2 [0.9, 0.1]",10000.0,global,48000.0,9,2
0.9,"[0.9, 0.1]",30.0,Independant scores additive,0.49840823330610023,[0.49840823 0.48479178],0.0,[0. 0.],MNIST,40.0,0.9832000136375427,1.0,0.0,2.0,Random,"Random 2 [0.9, 0.1]",10000.0,global,48000.0,9,2
0.1,"[0.9, 0.1]",30.0,Independant scores additive,0.48479178033144243,[0.49840823 0.48479178],0.0,[0. 0.],MNIST,40.0,0.9832000136375427,1.0,1.0,2.0,Random,"Random 2 [0.9, 0.1]",10000.0,global,48000.0,9,2
